"Replicate.Name","Precursor.Ion.Name","Precursor.Mz","Product.Mz","Retention.Time","Area","Background","Height"
"180212_Poo_TruePoo_Full3","Hydroxybutyryl CoA",852.1043,425.8855,5.83,2394,3,1001
"180212_Poo_TruePoo_Half1","Hydroxybutyryl CoA",852.1043,425.8855,5.84,1239,25,849
"180212_Poo_TruePoo_Half2","Hydroxybutyryl CoA",852.1043,425.8855,5.83,715,50,394
"180212_Poo_TruePoo_Half3","Hydroxybutyryl CoA",852.1043,425.8855,5.84,395,0,197
"180212_Smp_L1C32DCMless10m_A","Hydroxybutyryl CoA",852.1043,425.8855,5.79,100,33,57
"180212_Smp_L1C32DCMless10m_B","Hydroxybutyryl CoA",852.1043,425.8855,5.85,180,18,162
"180212_Smp_L1C32DCMless10m_C","Hydroxybutyryl CoA",852.1043,425.8855,5.83,1932,20,1242
"180212_Smp_L1C32DCMless20m_A","Hydroxybutyryl CoA",852.1043,425.8855,5.81,70,1,50
"180212_Smp_L1C32DCMless20m_B","Hydroxybutyryl CoA",852.1043,425.8855,5.84,1096,30,704
"180212_Smp_L1C32DCMless20m_C","Hydroxybutyryl CoA",852.1043,425.8855,5.84,1534,6,663
"180212_Smp_L1C33DCM_A","Hydroxybutyryl CoA",852.1043,425.8855,5.83,1504,12,775
"180212_Smp_L1C33DCM_B","Hydroxybutyryl CoA",852.1043,425.8855,5.84,775,3,496
"180212_Smp_L1C33DCM_C","Hydroxybutyryl CoA",852.1043,425.8855,5.84,752,31,348
"180212_Smp_L1C33DCMplus10m_A","Hydroxybutyryl CoA",852.1043,425.8855,5.86,152,19,139
"180212_Smp_L1C33DCMplus10m_B","Hydroxybutyryl CoA",852.1043,425.8855,5.84,425,30,323
"180212_Smp_L1C33DCMplus10m_C","Hydroxybutyryl CoA",852.1043,425.8855,5.84,121,54,103
"180212_Smp_L1C33DCMplus20m_A","Hydroxybutyryl CoA",852.1043,425.8855,5.83,15,19,11
"180212_Smp_L1C33DCMplus20m_B","Hydroxybutyryl CoA",852.1043,425.8855,5.85,622,4,315
"180212_Smp_L1C33DCMplus20m_C","Hydroxybutyryl CoA",852.1043,425.8855,5.84,1327,43,868
"180212_Smp_L2C1DCMless10m_A","Hydroxybutyryl CoA",852.1043,425.8855,5.8,124,69,153
"180212_Smp_L2C1DCMless10m_B","Hydroxybutyryl CoA",852.1043,425.8855,5.85,62,7,38
"180212_Smp_L2C1DCMless10m_C","Hydroxybutyryl CoA",852.1043,425.8855,5.83,776,15,508
"180212_Smp_L2C1DCMless20m_A","Hydroxybutyryl CoA",852.1043,425.8855,5.87,707,5,305
"180212_Smp_L2C1DCMless20m_B","Hydroxybutyryl CoA",852.1043,425.8855,5.86,643,65,431
"180212_Smp_L2C1DCMless20m_C","Hydroxybutyryl CoA",852.1043,425.8855,5.84,130,23,97
"180212_Smp_L2C2DCM_A","Hydroxybutyryl CoA",852.1043,425.8855,5.85,1619,0,499
"180212_Smp_L2C2DCM_B","Hydroxybutyryl CoA",852.1043,425.8855,5.78,13,0,8
"180212_Smp_L2C2DCM_C","Hydroxybutyryl CoA",852.1043,425.8855,5.84,462,23,358
"180212_Smp_L2C2DCMplus10m_A","Hydroxybutyryl CoA",852.1043,425.8855,5.84,383,60,259
"180212_Smp_L2C2DCMplus10m_B","Hydroxybutyryl CoA",852.1043,425.8855,5.83,483,25,179
"180212_Smp_L2C2DCMplus10m_C","Hydroxybutyryl CoA",852.1043,425.8855,5.84,1695,26,838
"180212_Smp_L2C2DCMplus20m_A","Hydroxybutyryl CoA",852.1043,425.8855,5.83,901,18,611
"180212_Smp_L2C2DCMplus20m_B","Hydroxybutyryl CoA",852.1043,425.8855,5.84,352,0,236
"180212_Smp_L2C2DCMplus20m_C","Hydroxybutyryl CoA",852.1043,425.8855,5.84,36,2,37
"180212_Std_4uMhilicMix4_1","Hydroxybutyryl CoA",852.1043,158.902,5.81,3599416,35472,1394148
"180212_Std_4uMhilicMix4_2","Hydroxybutyryl CoA",852.1043,158.902,5.83,4325047,62669,1547240
"180212_Blk_MQBlk_1","Hydroxybutyryl CoA",852.1043,158.902,5.81,0,0,0
"180212_Blk_MQBlk_2","Hydroxybutyryl CoA",852.1043,158.902,5.82,5,0,5
"180212_Blk_MQBlk_3","Hydroxybutyryl CoA",852.1043,158.902,5.81,38,0,24
"180212_Blk_SWBlk_1","Hydroxybutyryl CoA",852.1043,158.902,5.79,25,23,13
"180212_Blk_SWBlk_2","Hydroxybutyryl CoA",852.1043,158.902,5.78,56,2,21
"180212_Blk_SWBlk_3","Hydroxybutyryl CoA",852.1043,158.902,5.76,0,25,0
"180212_Poo_TruePoo_Full1","Hydroxybutyryl CoA",852.1043,158.902,5.84,2935,25,820
"180212_Poo_TruePoo_Full2","Hydroxybutyryl CoA",852.1043,158.902,5.87,1840,20,931
"180212_Poo_TruePoo_Full3","Hydroxybutyryl CoA",852.1043,158.902,5.84,3508,27,1977
"180212_Poo_TruePoo_Half1","Hydroxybutyryl CoA",852.1043,158.902,5.83,2088,13,887
"180212_Poo_TruePoo_Half2","Hydroxybutyryl CoA",852.1043,158.902,5.83,2771,0,1391
"180212_Poo_TruePoo_Half3","Hydroxybutyryl CoA",852.1043,158.902,5.84,2638,0,1454
"180212_Smp_L1C32DCMless10m_A","Hydroxybutyryl CoA",852.1043,158.902,5.83,1266,27,786
"180212_Smp_L1C32DCMless10m_B","Hydroxybutyryl CoA",852.1043,158.902,5.83,1792,1,884
"180212_Smp_L1C32DCMless10m_C","Hydroxybutyryl CoA",852.1043,158.902,5.86,1258,18,604
"180212_Smp_L1C32DCMless20m_A","Hydroxybutyryl CoA",852.1043,158.902,5.81,1242,44,395
"180212_Smp_L1C32DCMless20m_B","Hydroxybutyryl CoA",852.1043,158.902,5.83,4017,24,1595
"180212_Smp_L1C32DCMless20m_C","Hydroxybutyryl CoA",852.1043,158.902,5.84,1248,14,705
"180212_Smp_L1C33DCM_A","Hydroxybutyryl CoA",852.1043,158.902,5.82,1401,1,609
"180212_Smp_L1C33DCM_B","Hydroxybutyryl CoA",852.1043,158.902,5.85,1191,21,604
"180212_Smp_L1C33DCM_C","Hydroxybutyryl CoA",852.1043,158.902,5.84,1183,27,597
"180212_Smp_L1C33DCMplus10m_A","Hydroxybutyryl CoA",852.1043,158.902,5.85,131,7,119
"180212_Smp_L1C33DCMplus10m_B","Hydroxybutyryl CoA",852.1043,158.902,5.84,2425,24,1066
"180212_Smp_L1C33DCMplus10m_C","Hydroxybutyryl CoA",852.1043,158.902,5.83,2285,19,1080
"180212_Smp_L1C33DCMplus20m_A","Hydroxybutyryl CoA",852.1043,158.902,5.83,288,20,148
"180212_Smp_L1C33DCMplus20m_B","Hydroxybutyryl CoA",852.1043,158.902,5.85,1108,0,452
"180212_Smp_L1C33DCMplus20m_C","Hydroxybutyryl CoA",852.1043,158.902,5.85,867,58,584
"180212_Smp_L2C1DCMless10m_A","Hydroxybutyryl CoA",852.1043,158.902,5.84,2277,15,935
"180212_Smp_L2C1DCMless10m_B","Hydroxybutyryl CoA",852.1043,158.902,5.83,972,26,394
"180212_Smp_L2C1DCMless10m_C","Hydroxybutyryl CoA",852.1043,158.902,5.83,1834,0,880
"180212_Smp_L2C1DCMless20m_A","Hydroxybutyryl CoA",852.1043,158.902,5.84,862,2,496
"180212_Smp_L2C1DCMless20m_B","Hydroxybutyryl CoA",852.1043,158.902,5.89,706,35,271
"180212_Smp_L2C1DCMless20m_C","Hydroxybutyryl CoA",852.1043,158.902,5.87,1752,0,771
"180212_Smp_L2C2DCM_A","Hydroxybutyryl CoA",852.1043,158.902,5.86,2993,10,574
"180212_Smp_L2C2DCM_B","Hydroxybutyryl CoA",852.1043,158.902,5.8,259,6,232
"180212_Smp_L2C2DCM_C","Hydroxybutyryl CoA",852.1043,158.902,5.84,511,12,264
"180212_Smp_L2C2DCMplus10m_A","Hydroxybutyryl CoA",852.1043,158.902,5.83,518,10,242
"180212_Smp_L2C2DCMplus10m_B","Hydroxybutyryl CoA",852.1043,158.902,5.83,1008,0,583
"180212_Smp_L2C2DCMplus10m_C","Hydroxybutyryl CoA",852.1043,158.902,5.84,1474,34,663
"180212_Smp_L2C2DCMplus20m_A","Hydroxybutyryl CoA",852.1043,158.902,5.83,586,39,310
"180212_Smp_L2C2DCMplus20m_B","Hydroxybutyryl CoA",852.1043,158.902,5.84,1130,37,626
"180212_Smp_L2C2DCMplus20m_C","Hydroxybutyryl CoA",852.1043,158.902,5.83,673,2,525
"180212_Std_4uMhilicMix4_1","Malonyl CoA",852.1053,808.0725,2.76,3929229,36900,1531779
"180212_Std_4uMhilicMix4_2","Malonyl CoA",852.1053,808.0725,2.78,6291893,59458,2462945
"180212_Blk_MQBlk_1","Malonyl CoA",852.1053,808.0725,2.8,764,23,376
"180212_Blk_MQBlk_2","Malonyl CoA",852.1053,808.0725,2.78,623,8,298
"180212_Blk_MQBlk_3","Malonyl CoA",852.1053,808.0725,2.75,83,6,55
"180212_Blk_SWBlk_1","Malonyl CoA",852.1053,808.0725,2.82,1139,23,452
"180212_Blk_SWBlk_2","Malonyl CoA",852.1053,808.0725,2.78,442,0,299
"180212_Blk_SWBlk_3","Malonyl CoA",852.1053,808.0725,2.77,1426,27,618
"180212_Poo_TruePoo_Full1","Malonyl CoA",852.1053,808.0725,2.95,11715,75,4235
"180212_Poo_TruePoo_Full2","Malonyl CoA",852.1053,808.0725,2.93,7139,52,2537
"180212_Poo_TruePoo_Full3","Malonyl CoA",852.1053,808.0725,2.96,9884,88,3098
"180212_Poo_TruePoo_Half1","Malonyl CoA",852.1053,808.0725,2.94,12327,19,4393
"180212_Poo_TruePoo_Half2","Malonyl CoA",852.1053,808.0725,2.93,10669,215,5869
"180212_Poo_TruePoo_Half3","Malonyl CoA",852.1053,808.0725,2.94,12310,124,4586
"180212_Smp_L1C32DCMless10m_A","Malonyl CoA",852.1053,808.0725,2.95,4378,109,1689
"180212_Smp_L1C32DCMless10m_B","Malonyl CoA",852.1053,808.0725,2.96,5406,487,1561
"180212_Smp_L1C32DCMless10m_C","Malonyl CoA",852.1053,808.0725,2.94,5267,1022,2525
"180212_Smp_L1C32DCMless20m_A","Malonyl CoA",852.1053,808.0725,2.94,4337,191,1364
"180212_Smp_L1C32DCMless20m_B","Malonyl CoA",852.1053,808.0725,2.96,4781,141,1791
"180212_Smp_L1C32DCMless20m_C","Malonyl CoA",852.1053,808.0725,2.94,6896,421,2184
"180212_Smp_L1C33DCM_A","Malonyl CoA",852.1053,808.0725,2.93,5771,449,2565
"180212_Smp_L1C33DCM_B","Malonyl CoA",852.1053,808.0725,2.94,7182,310,2761
"180212_Smp_L1C33DCM_C","Malonyl CoA",852.1053,808.0725,2.95,4924,46,1723
"180212_Smp_L1C33DCMplus10m_A","Malonyl CoA",852.1053,808.0725,3,3619,13,988
"180212_Smp_L1C33DCMplus10m_B","Malonyl CoA",852.1053,808.0725,2.95,3861,749,1544
"180212_Smp_L1C33DCMplus10m_C","Malonyl CoA",852.1053,808.0725,2.94,6590,444,2703
"180212_Smp_L1C33DCMplus20m_A","Malonyl CoA",852.1053,808.0725,2.94,3871,573,1537
"180212_Smp_L1C33DCMplus20m_B","Malonyl CoA",852.1053,808.0725,2.95,4640,856,1892
"180212_Smp_L1C33DCMplus20m_C","Malonyl CoA",852.1053,808.0725,2.96,5989,204,2151
"180212_Smp_L2C1DCMless10m_A","Malonyl CoA",852.1053,808.0725,2.95,5750,199,3095
"180212_Smp_L2C1DCMless10m_B","Malonyl CoA",852.1053,808.0725,2.94,5125,1419,2807
"180212_Smp_L2C1DCMless10m_C","Malonyl CoA",852.1053,808.0725,2.95,5530,385,2773
"180212_Smp_L2C1DCMless20m_A","Malonyl CoA",852.1053,808.0725,2.96,5810,42,2388
"180212_Smp_L2C1DCMless20m_B","Malonyl CoA",852.1053,808.0725,2.94,7041,807,3349
"180212_Smp_L2C1DCMless20m_C","Malonyl CoA",852.1053,808.0725,2.94,4629,1109,1297
"180212_Smp_L2C2DCM_A","Malonyl CoA",852.1053,808.0725,2.95,2320,843,695
"180212_Smp_L2C2DCM_B","Malonyl CoA",852.1053,808.0725,2.94,5408,1064,2228
"180212_Smp_L2C2DCM_C","Malonyl CoA",852.1053,808.0725,2.94,5289,39,1417
"180212_Smp_L2C2DCMplus10m_A","Malonyl CoA",852.1053,808.0725,2.94,5091,602,2252
"180212_Smp_L2C2DCMplus10m_B","Malonyl CoA",852.1053,808.0725,2.93,5653,1014,1475
"180212_Smp_L2C2DCMplus10m_C","Malonyl CoA",852.1053,808.0725,2.95,4155,121,1740
"180212_Smp_L2C2DCMplus20m_A","Malonyl CoA",852.1053,808.0725,2.94,3182,60,1181
"180212_Smp_L2C2DCMplus20m_B","Malonyl CoA",852.1053,808.0725,2.96,3889,495,1882
"180212_Smp_L2C2DCMplus20m_C","Malonyl CoA",852.1053,808.0725,2.94,3893,273,1716
"180212_Std_4uMhilicMix4_1","Malonyl CoA",852.1053,408.0135,2.76,1878338,16199,722121
"180212_Std_4uMhilicMix4_2","Malonyl CoA",852.1053,408.0135,2.79,3176789,18298,1211401
"180212_Blk_MQBlk_1","Malonyl CoA",852.1053,408.0135,2.77,37,0,19
"180212_Blk_MQBlk_2","Malonyl CoA",852.1053,408.0135,2.81,10,24,12
"180212_Blk_MQBlk_3","Malonyl CoA",852.1053,408.0135,2.72,2,14,5
"180212_Blk_SWBlk_1","Malonyl CoA",852.1053,408.0135,2.81,34,4,18
"180212_Blk_SWBlk_2","Malonyl CoA",852.1053,408.0135,2.81,11,12,8
"180212_Blk_SWBlk_3","Malonyl CoA",852.1053,408.0135,2.76,8,26,5
"180212_Poo_TruePoo_Full1","Malonyl CoA",852.1053,408.0135,2.95,6657,20,2443
"180212_Poo_TruePoo_Full2","Malonyl CoA",852.1053,408.0135,2.94,3193,7,1553
"180212_Poo_TruePoo_Full3","Malonyl CoA",852.1053,408.0135,2.95,6424,50,3215
"180212_Poo_TruePoo_Half1","Malonyl CoA",852.1053,408.0135,2.93,5501,26,2555
"180212_Poo_TruePoo_Half2","Malonyl CoA",852.1053,408.0135,2.93,4046,0,1903
"180212_Poo_TruePoo_Half3","Malonyl CoA",852.1053,408.0135,2.94,5054,42,2848
"180212_Smp_L1C32DCMless10m_A","Malonyl CoA",852.1053,408.0135,2.94,1492,65,747
"180212_Smp_L1C32DCMless10m_B","Malonyl CoA",852.1053,408.0135,2.95,2105,20,1361
"180212_Smp_L1C32DCMless10m_C","Malonyl CoA",852.1053,408.0135,2.94,3201,100,2132
"180212_Smp_L1C32DCMless20m_A","Malonyl CoA",852.1053,408.0135,2.95,1663,68,1004
"180212_Smp_L1C32DCMless20m_B","Malonyl CoA",852.1053,408.0135,2.93,2319,13,1009
"180212_Smp_L1C32DCMless20m_C","Malonyl CoA",852.1053,408.0135,2.95,1717,43,861
"180212_Smp_L1C33DCM_A","Malonyl CoA",852.1053,408.0135,2.94,1662,38,847
"180212_Smp_L1C33DCM_B","Malonyl CoA",852.1053,408.0135,2.95,2431,31,1346
"180212_Smp_L1C33DCM_C","Malonyl CoA",852.1053,408.0135,2.95,2793,79,1164
"180212_Smp_L1C33DCMplus10m_A","Malonyl CoA",852.1053,408.0135,3,725,31,273
"180212_Smp_L1C33DCMplus10m_B","Malonyl CoA",852.1053,408.0135,2.94,1064,42,540
"180212_Smp_L1C33DCMplus10m_C","Malonyl CoA",852.1053,408.0135,2.96,3317,37,1859
"180212_Smp_L1C33DCMplus20m_A","Malonyl CoA",852.1053,408.0135,2.96,1235,26,553
"180212_Smp_L1C33DCMplus20m_B","Malonyl CoA",852.1053,408.0135,2.95,1881,26,851
"180212_Smp_L1C33DCMplus20m_C","Malonyl CoA",852.1053,408.0135,2.94,1460,33,919
"180212_Smp_L2C1DCMless10m_A","Malonyl CoA",852.1053,408.0135,2.95,1811,42,937
"180212_Smp_L2C1DCMless10m_B","Malonyl CoA",852.1053,408.0135,2.96,1797,11,795
"180212_Smp_L2C1DCMless10m_C","Malonyl CoA",852.1053,408.0135,2.96,1477,40,793
"180212_Smp_L2C1DCMless20m_A","Malonyl CoA",852.1053,408.0135,2.96,1966,52,1243
"180212_Smp_L2C1DCMless20m_B","Malonyl CoA",852.1053,408.0135,2.94,2675,21,1027
"180212_Smp_L2C1DCMless20m_C","Malonyl CoA",852.1053,408.0135,2.97,1163,56,476
"180212_Smp_L2C2DCM_A","Malonyl CoA",852.1053,408.0135,2.95,1585,53,902
"180212_Smp_L2C2DCM_B","Malonyl CoA",852.1053,408.0135,2.96,1910,14,838
"180212_Smp_L2C2DCM_C","Malonyl CoA",852.1053,408.0135,2.94,2465,33,1474
"180212_Smp_L2C2DCMplus10m_A","Malonyl CoA",852.1053,408.0135,2.94,960,34,520
"180212_Smp_L2C2DCMplus10m_B","Malonyl CoA",852.1053,408.0135,2.93,1049,33,500
"180212_Smp_L2C2DCMplus10m_C","Malonyl CoA",852.1053,408.0135,2.96,1307,0,536
"180212_Smp_L2C2DCMplus20m_A","Malonyl CoA",852.1053,408.0135,2.97,708,40,392
"180212_Smp_L2C2DCMplus20m_B","Malonyl CoA",852.1053,408.0135,2.95,2017,14,955
"180212_Smp_L2C2DCMplus20m_C","Malonyl CoA",852.1053,408.0135,2.96,537,58,286
"180212_Std_4uMhilicMix4_1","Methyl Malonyl CoA",866.1109,822.1345,3.79,8158231,43891,4003059
"180212_Std_4uMhilicMix4_2","Methyl Malonyl CoA",866.1109,822.1345,3.82,13728504,100152,7139667
"180212_Blk_MQBlk_1","Methyl Malonyl CoA",866.1109,822.1345,3.82,3476,291,1372
"180212_Blk_MQBlk_2","Methyl Malonyl CoA",866.1109,822.1345,3.8,11,0,7
"180212_Blk_MQBlk_3","Methyl Malonyl CoA",866.1109,822.1345,3.81,102,19,61
"180212_Blk_SWBlk_1","Methyl Malonyl CoA",866.1109,822.1345,3.78,378,0,357
"180212_Blk_SWBlk_2","Methyl Malonyl CoA",866.1109,822.1345,3.78,283,6,235
"180212_Blk_SWBlk_3","Methyl Malonyl CoA",866.1109,822.1345,3.82,207,5,165
"180212_Poo_TruePoo_Full1","Methyl Malonyl CoA",866.1109,822.1345,3.85,23765,47,8884
"180212_Poo_TruePoo_Full2","Methyl Malonyl CoA",866.1109,822.1345,3.84,11292,181,3986
"180212_Poo_TruePoo_Full3","Methyl Malonyl CoA",866.1109,822.1345,3.86,19072,218,8106
"180212_Poo_TruePoo_Half1","Methyl Malonyl CoA",866.1109,822.1345,3.85,17170,126,6589
"180212_Poo_TruePoo_Half2","Methyl Malonyl CoA",866.1109,822.1345,3.85,16465,54,6255
"180212_Poo_TruePoo_Half3","Methyl Malonyl CoA",866.1109,822.1345,3.85,16504,39,6477
"180212_Smp_L1C32DCMless10m_A","Methyl Malonyl CoA",866.1109,822.1345,3.85,9121,83,5373
"180212_Smp_L1C32DCMless10m_B","Methyl Malonyl CoA",866.1109,822.1345,3.85,7633,0,3315
"180212_Smp_L1C32DCMless10m_C","Methyl Malonyl CoA",866.1109,822.1345,3.85,9134,107,4727
"180212_Smp_L1C32DCMless20m_A","Methyl Malonyl CoA",866.1109,822.1345,3.86,6539,42,2728
"180212_Smp_L1C32DCMless20m_B","Methyl Malonyl CoA",866.1109,822.1345,3.86,9951,17,4401
"180212_Smp_L1C32DCMless20m_C","Methyl Malonyl CoA",866.1109,822.1345,3.86,12866,45,5305
"180212_Smp_L1C33DCM_A","Methyl Malonyl CoA",866.1109,822.1345,3.85,8292,26,3224
"180212_Smp_L1C33DCM_B","Methyl Malonyl CoA",866.1109,822.1345,3.85,9927,195,4527
"180212_Smp_L1C33DCM_C","Methyl Malonyl CoA",866.1109,822.1345,3.85,4829,0,1810
"180212_Smp_L1C33DCMplus10m_A","Methyl Malonyl CoA",866.1109,822.1345,3.87,7720,0,2146
"180212_Smp_L1C33DCMplus10m_B","Methyl Malonyl CoA",866.1109,822.1345,3.86,11063,10,5271
"180212_Smp_L1C33DCMplus10m_C","Methyl Malonyl CoA",866.1109,822.1345,3.85,6327,57,2310
"180212_Smp_L1C33DCMplus20m_A","Methyl Malonyl CoA",866.1109,822.1345,3.85,3797,34,1923
"180212_Smp_L1C33DCMplus20m_B","Methyl Malonyl CoA",866.1109,822.1345,3.86,6194,10,2374
"180212_Smp_L1C33DCMplus20m_C","Methyl Malonyl CoA",866.1109,822.1345,3.85,7270,109,3361
"180212_Smp_L2C1DCMless10m_A","Methyl Malonyl CoA",866.1109,822.1345,3.86,9835,0,4082
"180212_Smp_L2C1DCMless10m_B","Methyl Malonyl CoA",866.1109,822.1345,3.85,8159,592,4046
"180212_Smp_L2C1DCMless10m_C","Methyl Malonyl CoA",866.1109,822.1345,3.86,6794,4,3217
"180212_Smp_L2C1DCMless20m_A","Methyl Malonyl CoA",866.1109,822.1345,3.86,9427,298,4766
"180212_Smp_L2C1DCMless20m_B","Methyl Malonyl CoA",866.1109,822.1345,3.85,6497,0,2164
"180212_Smp_L2C1DCMless20m_C","Methyl Malonyl CoA",866.1109,822.1345,3.86,6587,71,2045
"180212_Smp_L2C2DCM_A","Methyl Malonyl CoA",866.1109,822.1345,3.86,3139,76,1408
"180212_Smp_L2C2DCM_B","Methyl Malonyl CoA",866.1109,822.1345,3.86,8759,39,3863
"180212_Smp_L2C2DCM_C","Methyl Malonyl CoA",866.1109,822.1345,3.87,9239,68,4456
"180212_Smp_L2C2DCMplus10m_A","Methyl Malonyl CoA",866.1109,822.1345,3.85,1744,78,835
"180212_Smp_L2C2DCMplus10m_B","Methyl Malonyl CoA",866.1109,822.1345,3.85,6428,0,2539
"180212_Smp_L2C2DCMplus10m_C","Methyl Malonyl CoA",866.1109,822.1345,3.85,7304,60,2139
"180212_Smp_L2C2DCMplus20m_A","Methyl Malonyl CoA",866.1109,822.1345,3.86,1567,71,880
"180212_Smp_L2C2DCMplus20m_B","Methyl Malonyl CoA",866.1109,822.1345,3.86,5899,0,3449
"180212_Smp_L2C2DCMplus20m_C","Methyl Malonyl CoA",866.1109,822.1345,3.85,6087,75,2338
"180212_Std_4uMhilicMix4_1","Methyl Malonyl CoA",866.1109,407.964,3.79,3526387,51485,1667039
"180212_Std_4uMhilicMix4_2","Methyl Malonyl CoA",866.1109,407.964,3.82,6291952,105697,3405936
"180212_Blk_MQBlk_1","Methyl Malonyl CoA",866.1109,407.964,3.83,774,0,280
"180212_Blk_MQBlk_2","Methyl Malonyl CoA",866.1109,407.964,3.83,9,16,7
"180212_Blk_MQBlk_3","Methyl Malonyl CoA",866.1109,407.964,3.8,8,0,6
"180212_Blk_SWBlk_1","Methyl Malonyl CoA",866.1109,407.964,3.78,3,13,5
"180212_Blk_SWBlk_2","Methyl Malonyl CoA",866.1109,407.964,3.77,69,0,18
"180212_Blk_SWBlk_3","Methyl Malonyl CoA",866.1109,407.964,3.8,29,0,7
"180212_Poo_TruePoo_Full1","Methyl Malonyl CoA",866.1109,407.964,3.87,9331,0,3371
"180212_Poo_TruePoo_Full2","Methyl Malonyl CoA",866.1109,407.964,3.85,6150,5,3210
"180212_Poo_TruePoo_Full3","Methyl Malonyl CoA",866.1109,407.964,3.86,9115,13,4833
"180212_Poo_TruePoo_Half1","Methyl Malonyl CoA",866.1109,407.964,3.86,6851,39,2192
"180212_Poo_TruePoo_Half2","Methyl Malonyl CoA",866.1109,407.964,3.86,5699,4,3016
"180212_Poo_TruePoo_Half3","Methyl Malonyl CoA",866.1109,407.964,3.85,5361,40,1980
"180212_Smp_L1C32DCMless10m_A","Methyl Malonyl CoA",866.1109,407.964,3.84,3130,66,1504
"180212_Smp_L1C32DCMless10m_B","Methyl Malonyl CoA",866.1109,407.964,3.85,3540,35,1376
"180212_Smp_L1C32DCMless10m_C","Methyl Malonyl CoA",866.1109,407.964,3.86,3669,0,1815
"180212_Smp_L1C32DCMless20m_A","Methyl Malonyl CoA",866.1109,407.964,3.85,4939,95,1713
"180212_Smp_L1C32DCMless20m_B","Methyl Malonyl CoA",866.1109,407.964,3.87,4960,23,2389
"180212_Smp_L1C32DCMless20m_C","Methyl Malonyl CoA",866.1109,407.964,3.85,6595,4,3500
"180212_Smp_L1C33DCM_A","Methyl Malonyl CoA",866.1109,407.964,3.85,1230,29,582
"180212_Smp_L1C33DCM_B","Methyl Malonyl CoA",866.1109,407.964,3.86,7720,26,3536
"180212_Smp_L1C33DCM_C","Methyl Malonyl CoA",866.1109,407.964,3.86,2730,79,1307
"180212_Smp_L1C33DCMplus10m_A","Methyl Malonyl CoA",866.1109,407.964,3.93,2561,0,729
"180212_Smp_L1C33DCMplus10m_B","Methyl Malonyl CoA",866.1109,407.964,3.85,4611,0,2777
"180212_Smp_L1C33DCMplus10m_C","Methyl Malonyl CoA",866.1109,407.964,3.86,2406,101,1217
"180212_Smp_L1C33DCMplus20m_A","Methyl Malonyl CoA",866.1109,407.964,3.86,620,67,326
"180212_Smp_L1C33DCMplus20m_B","Methyl Malonyl CoA",866.1109,407.964,3.86,2473,99,1605
"180212_Smp_L1C33DCMplus20m_C","Methyl Malonyl CoA",866.1109,407.964,3.85,1359,4,523
"180212_Smp_L2C1DCMless10m_A","Methyl Malonyl CoA",866.1109,407.964,3.85,2414,27,1544
"180212_Smp_L2C1DCMless10m_B","Methyl Malonyl CoA",866.1109,407.964,3.85,5286,69,2516
"180212_Smp_L2C1DCMless10m_C","Methyl Malonyl CoA",866.1109,407.964,3.86,2789,54,1491
"180212_Smp_L2C1DCMless20m_A","Methyl Malonyl CoA",866.1109,407.964,3.86,4310,18,1803
"180212_Smp_L2C1DCMless20m_B","Methyl Malonyl CoA",866.1109,407.964,3.87,2706,8,1227
"180212_Smp_L2C1DCMless20m_C","Methyl Malonyl CoA",866.1109,407.964,3.86,2999,90,1448
"180212_Smp_L2C2DCM_A","Methyl Malonyl CoA",866.1109,407.964,3.86,1037,28,708
"180212_Smp_L2C2DCM_B","Methyl Malonyl CoA",866.1109,407.964,3.85,1986,40,825
"180212_Smp_L2C2DCM_C","Methyl Malonyl CoA",866.1109,407.964,3.86,4515,69,2960
"180212_Smp_L2C2DCMplus10m_A","Methyl Malonyl CoA",866.1109,407.964,3.84,979,77,552
"180212_Smp_L2C2DCMplus10m_B","Methyl Malonyl CoA",866.1109,407.964,3.9,1232,0,327
"180212_Smp_L2C2DCMplus10m_C","Methyl Malonyl CoA",866.1109,407.964,3.86,803,0,388
"180212_Smp_L2C2DCMplus20m_A","Methyl Malonyl CoA",866.1109,407.964,3.87,2293,71,1022
"180212_Smp_L2C2DCMplus20m_B","Methyl Malonyl CoA",866.1109,407.964,3.87,1125,53,532
"180212_Smp_L2C2DCMplus20m_C","Methyl Malonyl CoA",866.1109,407.964,3.87,3154,12,1553
"180212_Std_4uMhilicMix4_1","Propionyl CoA",822.277,475.1986,7.12,4113774,303,1329191
"180212_Std_4uMhilicMix4_2","Propionyl CoA",822.277,475.1986,7.15,4998207,64551,1486946
"180212_Blk_MQBlk_1","Propionyl CoA",822.277,475.1986,7.17,579,2,487
"180212_Blk_MQBlk_2","Propionyl CoA",822.277,475.1986,7.13,8,0,9
"180212_Blk_MQBlk_3","Propionyl CoA",822.277,475.1986,7.14,5,0,6
"180212_Blk_SWBlk_1","Propionyl CoA",822.277,475.1986,7.14,67,0,188
"180212_Blk_SWBlk_2","Propionyl CoA",822.277,475.1986,7.11,8,0,15
"180212_Blk_SWBlk_3","Propionyl CoA",822.277,475.1986,7.14,22,0,17
"180212_Poo_TruePoo_Full1","Propionyl CoA",822.277,475.1986,7.13,7191,781,2600
"180212_Poo_TruePoo_Full2","Propionyl CoA",822.277,475.1986,7.16,6915,18,2960
"180212_Poo_TruePoo_Full3","Propionyl CoA",822.277,475.1986,7.15,8873,129,3048
